Task,T5828
Scope 1/1, Sample 1/29 (Junk1)
Result,TitrationEP1
V,t,E,T,dV/dt,E acc. stat.,Volume acc. stat.
0.5365,68,24.4,22.9,0.0075,,
0.5450,69,25.2,22.9,0.0085,,
0.5535,70,26.1,22.9,0.0085,,
0.5620,71,26.9,22.9,0.0075,,
0.5705,72,27.7,22.9,0.0075,,
0.5790,73,28.4,22.9,0.0075,,
0.5865,74,29.2,22.9,0.0075,,
0.5950,75,30.0,22.9,0.0085,,
0.6035,76,30.9,22.9,0.0085,,
0.6115,77,31.7,22.9,0.0075,,
0.6200,78,32.6,22.9,0.0075,,
0.6285,79,33.3,22.9,0.0075,,
0.6360,80,34.0,22.9,0.0075,,
0.6445,81,34.7,22.9,0.0085,,
0.6530,82,35.5,22.9,0.0085,,
0.6615,83,36.3,22.9,0.0075,,
0.6700,84,37.1,22.9,0.0075,,
0.6780,85,37.9,22.9,0.0075,,
0.6865,86,38.7,22.9,0.0085,,
0.6945,87,39.4,22.9,0.0080,,
0.7025,88,40.2,22.9,0.0080,,
0.7110,89,41.2,22.9,0.0075,,
0.7195,90,42.1,22.9,0.0075,,
0.7280,91,42.9,22.9,0.0075,,
0.7365,92,43.6,22.9,0.0075,,
0.7440,93,44.2,22.9,0.0075,,
0.7525,94,45.0,22.9,0.0085,,
0.7610,95,45.8,22.9,0.0085,,
0.7690,96,46.5,22.9,0.0075,,
0.7775,97,47.3,22.9,0.0075,,
0.7860,98,48.0,22.9,0.0075,,
0.7935,99,48.5,22.9,0.0075,,
0.8020,100,49.2,22.9,0.0085,,
0.8105,101,49.9,22.9,0.0085,,
0.8190,102,50.6,22.9,0.0075,,
0.8275,103,51.4,22.9,0.0075,,
0.8360,104,52.3,22.9,0.0075,,
0.8435,105,52.9,22.9,0.0075,,
0.8520,106,53.7,22.9,0.0085,,
0.8600,107,54.5,22.9,0.0080,,
0.8685,108,55.2,22.9,0.0075,,
0.8770,109,55.9,22.9,0.0075,,
0.8855,110,56.7,22.9,0.0075,,
0.8930,111,57.3,22.9,0.0075,,
0.9015,112,58.2,22.9,0.0085,,
0.9100,113,59.0,22.9,0.0085,,
0.9185,114,59.8,22.9,0.0075,,
0.9270,115,60.5,22.9,0.0075,,
0.9350,116,61.2,22.9,0.0075,,
0.9430,117,61.7,22.9,0.0080,,
0.9510,118,62.5,22.9,0.0080,,
0.9595,119,63.3,22.9,0.0085,,
0.9680,120,64.2,22.9,0.0075,,
0.9765,121,65.0,22.9,0.0075,,
0.9850,122,65.7,22.9,0.0075,,
0.9925,123,66.4,22.9,0.0075,,
1.0010,124,67.1,22.9,0.0085,,
1.0095,125,67.9,22.9,0.0085,,
1.0180,126,68.7,22.9,0.0075,,
1.0260,127,69.4,22.9,0.0075,,
1.0345,128,70.3,22.9,0.0075,,
1.0420,129,71.1,22.9,0.0075,,
1.0505,130,71.9,22.9,0.0085,,
1.0590,131,72.8,22.9,0.0085,,
1.0675,132,73.8,22.9,0.0075,,
1.0760,133,74.7,22.9,0.0075,,
1.0845,134,75.4,22.9,0.0075,,
1.0930,135,76.2,22.9,0.0085,,
1.1005,136,77.2,22.9,0.0075,,
1.1090,137,78.1,22.9,0.0085,,
1.1170,138,79.0,22.9,0.0075,,
1.1255,139,79.9,22.9,0.0075,,
1.1340,140,80.9,22.9,0.0075,,
1.1425,141,81.9,22.9,0.0085,,
1.1500,142,83.1,22.9,0.0075,,
1.1585,143,84.1,22.9,0.0085,,
1.1670,144,85.2,22.9,0.0085,,
1.1755,145,86.0,22.9,0.0075,,
1.1835,146,87.0,22.9,0.0075,,
1.1920,147,88.3,22.9,0.0075,,
1.1995,148,89.2,22.9,0.0075,,
1.2080,149,90.4,22.9,0.0085,,
1.2165,150,91.7,22.9,0.0085,,
1.2250,151,93.0,22.9,0.0075,,
1.2335,152,94.2,22.9,0.0075,,
1.2420,153,95.7,22.9,0.0075,,
1.2495,154,97.0,22.9,0.0075,,
1.2580,155,98.5,22.9,0.0085,,
1.2665,156,99.8,22.9,0.0085,,
1.2745,157,101.4,22.9,0.0075,,
1.2830,158,103.1,22.9,0.0075,,
1.2915,159,104.9,22.9,0.0075,,
1.3000,160,106.7,22.9,0.0085,,
1.3075,161,108.6,22.9,0.0075,,
1.3160,162,110.5,22.9,0.0085,,
1.3245,163,112.6,22.9,0.0075,,
1.3330,164,114.9,22.9,0.0075,,
1.3415,165,117.1,22.9,0.0075,,
1.3490,166,119.3,22.9,0.0075,,
1.3575,167,121.6,22.9,0.0085,,
1.3655,168,124.7,22.9,0.0080,,
1.3740,169,127.9,22.9,0.0075,,
1.3825,170,131.4,22.9,0.0075,,
1.3910,171,134.4,22.9,0.0075,,
1.3995,172,137.4,22.9,0.0085,,
1.4070,173,140.7,22.9,0.0075,,
1.4155,174,144.1,22.9,0.0085,,
1.4240,175,147.5,22.9,0.0075,,
1.4325,176,151.1,22.9,0.0075,,
1.4405,177,155.0,22.9,0.0075,,
1.4485,178,158.0,22.9,0.0080,,
1.4570,179,160.4,22.9,0.0085,,
1.4650,180,163.3,22.9,0.0080,,
1.4735,181,165.9,22.9,0.0075,,
1.4820,182,168.4,22.9,0.0075,,
1.4905,183,170.4,22.9,0.0075,,
1.4980,184,172.4,22.9,0.0075,,
1.5065,185,174.8,22.9,0.0085,,
1.5150,186,176.2,22.9,0.0085,,
1.5235,187,178.2,22.9,0.0075,,
1.5320,188,179.7,22.9,0.0075,,
1.5400,189,181.4,22.9,0.0075,,
1.5485,190,182.3,22.9,0.0085,,
1.5560,191,184.0,22.9,0.0075,,
1.5650,192,185.0,22.9,0.0075,,
1.5650,432,188.0,23.0,0.0000,,
1.5655,433,187.9,23.0,0.0005,,
1.5670,434,188.0,23.0,0.0010,,
1.5695,435,187.9,23.0,0.0020,,
1.5740,436,188.0,23.0,0.0035,,
1.5800,437,188.4,23.0,0.0045,,
1.5885,438,189.1,23.0,0.0070,,
1.5960,439,190.0,23.0,0.0060,,
1.6045,440,190.9,23.0,0.0070,,
1.6130,441,192.0,23.0,0.0065,,
1.6215,442,193.0,23.0,0.0065,,
1.6300,443,194.0,23.0,0.0065,,
1.6380,444,194.8,23.0,0.0065,,
1.6460,445,195.5,23.0,0.0065,,
1.6540,446,196.5,23.0,0.0065,,
1.6625,447,197.4,23.0,0.0065,,
1.6710,448,198.3,23.0,0.0065,,
1.6795,449,199.2,23.0,0.0065,,
1.6880,450,200.0,23.0,0.0065,,
1.6955,451,200.8,23.0,0.0060,,
1.7040,452,201.5,23.0,0.0070,,
1.7125,453,202.2,23.0,0.0070,,
1.7205,454,203.0,23.0,0.0060,,
1.7290,455,203.7,23.0,0.0065,,
1.7375,456,204.4,23.0,0.0065,,
1.7450,457,204.9,23.0,0.0060,,
1.7535,458,205.5,23.0,0.0070,,
1.7620,459,206.0,23.0,0.0070,,
1.7705,460,206.4,23.0,0.0065,,
1.7790,461,207.0,23.0,0.0065,,
1.7875,462,207.6,23.0,0.0065,,
1.7955,463,208.1,23.0,0.0065,,
1.8035,464,208.7,23.0,0.0065,,
1.8115,465,209.2,23.0,0.0065,,
1.8200,466,209.8,23.0,0.0065,,
1.8285,467,210.4,23.0,0.0065,,
1.8370,468,211.0,23.0,0.0065,,
1.8455,469,211.5,23.0,0.0065,,
1.8530,470,211.9,23.0,0.0060,,
1.8615,471,212.4,23.0,0.0065,,
1.8700,472,212.9,23.0,0.0070,,
1.8785,473,213.4,23.0,0.0065,,
1.8865,474,213.8,23.0,0.0060,,
1.8950,475,214.2,23.0,0.0065,,
1.9025,476,214.4,23.0,0.0060,,
1.9110,477,214.9,23.0,0.0070,,
1.9195,478,215.3,23.0,0.0070,,
1.9280,479,215.7,23.0,0.0065,,
1.9365,480,216.2,23.0,0.0065,,
1.9450,481,216.6,23.0,0.0065,,
1.9525,482,216.9,23.0,0.0060,,
1.9610,483,217.2,23.0,0.0070,,
1.9690,484,217.5,23.0,0.0065,,
1.9775,485,218.0,23.0,0.0065,,
1.9860,486,218.4,23.0,0.0065,,
1.9945,487,218.9,23.0,0.0065,,
2.0020,488,219.3,23.0,0.0060,,
2.0105,489,219.7,23.0,0.0070,,
2.0190,490,219.9,23.0,0.0070,,
2.0275,491,220.2,23.0,0.0065,,
2.0360,492,220.5,23.0,0.0065,,
2.0440,493,220.9,23.0,0.0060,,
2.0520,494,221.3,23.0,0.0065,,
2.0605,495,221.5,23.0,0.0070,,
2.0685,496,222.0,23.0,0.0065,,
2.0770,497,222.1,23.0,0.0065,,
2.0855,498,222.5,23.0,0.0065,,
2.0940,499,222.7,23.0,0.0065,,
2.1015,500,223.2,23.0,0.0060,,
2.1100,501,223.6,23.0,0.0070,,
2.1185,502,224.0,23.0,0.0070,,
2.1270,503,224.2,23.0,0.0065,,
2.1350,504,224.4,23.0,0.0060,,
2.1435,505,224.7,23.0,0.0065,,
2.1520,506,224.9,23.0,0.0065,,
2.1595,507,225.2,23.0,0.0060,,
2.1680,508,225.6,23.0,0.0070,,
2.1765,509,225.9,23.0,0.0065,,
2.1850,510,226.0,23.0,0.0065,,
2.1935,511,226.2,23.0,0.0065,,
2.2015,512,226.5,23.0,0.0060,,
2.2095,513,226.7,23.0,0.0065,,
2.2175,514,227.0,23.0,0.0065,,
2.2260,515,227.2,23.0,0.0070,,
2.2345,516,227.5,23.0,0.0065,,
2.2430,517,227.8,23.0,0.0065,,
2.2515,518,228.0,23.0,0.0065,,
2.2590,519,228.2,23.0,0.0060,,
2.2675,520,228.5,23.0,0.0070,,
2.2760,521,228.9,23.0,0.0070,,
2.2845,522,229.3,23.0,0.0065,,
2.2925,523,229.6,23.0,0.0060,,
2.3010,524,229.8,23.0,0.0065,,
2.3095,525,230.0,23.0,0.0070,,
2.3170,526,230.2,23.0,0.0060,,
2.3255,527,230.5,23.0,0.0070,,
2.3340,528,230.7,23.0,0.0065,,
2.3425,529,230.9,23.0,0.0065,,
2.3510,530,231.0,23.0,0.0065,,
2.3595,531,231.1,23.0,0.0070,,
2.3670,532,231.3,23.0,0.0060,,
2.3755,533,231.5,23.0,0.0070,,
2.3835,534,231.7,23.0,0.0060,,
2.3920,535,232.0,23.0,0.0065,,
2.4005,536,232.2,23.0,0.0065,,
2.4090,537,232.4,23.0,0.0070,,
2.4165,538,232.6,23.0,0.0060,,
2.4250,539,232.9,23.0,0.0070,,
2.4335,540,233.2,23.0,0.0065,,
2.4420,541,233.3,23.0,0.0065,,
2.4505,542,233.6,23.0,0.0065,,
2.4585,543,233.9,23.0,0.0065,,
2.4660,544,234.1,23.0,0.0060,,
2.4730,545,234.3,23.0,0.0060,,
2.4770,546,234.4,23.0,0.0030,,
2.4805,547,234.6,23.0,0.0025,,
2.4815,548,234.7,23.0,0.0010,,
2.4815,549,234.8,23.0,0.0000,,
2.4825,550,234.8,23.0,0.0010,,
2.4840,551,234.8,23.0,0.0010,,
2.4860,552,234.7,23.0,0.0015,,
2.4895,553,234.8,23.0,0.0025,,
2.4935,554,234.9,23.0,0.0030,,
2.4960,555,235.0,23.0,0.0020,,
Scope 1/1, Sample 25/29 (PreC_Day1_rerun_Dil8rep2)
Result,TitrationEP1
V,t,E,T,dV/dt,E acc. stat.,Volume acc. stat.
0.0000,0,-46.9,22.9,NaN,,
0.0005,1,-46.7,22.9,0.0005,,
0.0025,2,-46.7,22.9,0.0020,,
0.0050,3,-46.8,22.9,0.0025,,
0.0085,4,-46.8,22.9,0.0030,,
0.0150,5,-46.6,22.9,0.0060,,
0.0230,6,-46.4,22.9,0.0075,,
0.0305,7,-45.8,22.9,0.0075,,
0.0390,8,-45.2,22.9,0.0085,,
0.0475,9,-44.6,22.9,0.0085,,
0.0560,10,-43.5,22.9,0.0075,,
0.0645,11,-42.3,22.9,0.0075,,
0.0730,12,-40.9,22.9,0.0075,,
0.0805,13,-39.6,22.9,0.0075,,
0.0890,14,-38.1,22.9,0.0085,,
0.0975,15,-36.7,22.9,0.0085,,
0.1055,16,-35.1,22.9,0.0075,,
0.1140,17,-33.4,22.9,0.0075,,
0.1225,18,-31.6,22.9,0.0075,,
0.1300,19,-29.9,22.9,0.0075,,
0.1385,20,-28.2,22.9,0.0085,,
0.1470,21,-26.6,22.9,0.0085,,
0.1555,22,-24.9,22.9,0.0075,,
0.1640,23,-23.1,22.9,0.0075,,
0.1725,24,-21.4,22.9,0.0075,,
0.1800,25,-20.2,22.9,0.0075,,
0.1880,26,-18.8,22.9,0.0080,,
0.1965,27,-17.5,22.9,0.0085,,
0.2050,28,-16.2,22.9,0.0075,,
0.2135,29,-14.7,22.9,0.0075,,
0.2220,30,-13.3,22.9,0.0075,,
0.2305,31,-11.9,22.9,0.0075,,
0.2380,32,-10.8,22.9,0.0075,,
0.2465,33,-9.7,22.9,0.0085,,
0.2550,34,-8.6,22.9,0.0075,,
0.2630,35,-7.4,22.9,0.0075,,
0.2715,36,-6.3,22.9,0.0075,,
0.2800,37,-5.2,22.9,0.0075,,
0.2875,38,-4.1,22.9,0.0075,,
0.2960,39,-2.9,22.9,0.0085,,
0.3045,40,-1.7,22.9,0.0075,,
0.3130,41,-0.5,22.9,0.0075,,
0.3215,42,0.2,22.9,0.0075,,
0.3300,43,0.7,22.9,0.0085,,
0.3375,44,1.5,22.9,0.0075,,
0.3460,45,2.7,22.9,0.0085,,
0.3540,46,3.5,22.9,0.0075,,
0.3625,47,4.6,22.9,0.0075,,
0.3710,48,5.4,22.9,0.0075,,
0.3795,49,6.2,22.9,0.0085,,
0.3870,50,7.0,22.9,0.0075,,
0.3955,51,8.0,22.9,0.0085,,
0.4040,52,8.9,22.9,0.0075,,
0.4125,53,9.9,22.9,0.0075,,
0.4210,54,10.9,22.9,0.0075,,
0.4290,55,12.0,22.9,0.0075,,
0.4370,56,13.0,22.9,0.0080,,
0.4455,57,14.0,22.9,0.0085,,
0.4535,58,14.9,22.9,0.0075,,
0.4620,59,15.9,22.9,0.0075,,
0.4705,60,16.8,22.9,0.0075,,
0.4790,61,17.8,22.9,0.0075,,
0.4865,62,18.6,22.9,0.0075,,
0.4950,63,19.5,22.9,0.0085,,
0.5035,64,20.2,22.9,0.0085,,
0.5120,65,21.0,22.9,0.0075,,
0.5200,66,21.9,22.9,0.0075,,
0.5285,67,22.7,22.9,0.0075,,
0.5360,68,23.5,22.9,0.0075,,
0.5445,69,24.3,22.9,0.0085,,
0.5530,70,25.2,22.9,0.0085,,
0.5615,71,26.1,22.9,0.0075,,
0.5700,72,27.0,22.9,0.0075,,
0.5785,73,27.9,22.9,0.0075,,
0.5860,74,28.8,22.9,0.0075,,
0.5945,75,29.6,22.9,0.0085,,
0.6030,76,30.3,22.9,0.0085,,
0.6110,77,31.2,22.9,0.0075,,
0.6195,78,31.9,22.9,0.0075,,
0.6280,79,32.7,22.9,0.0075,,
0.6365,80,33.3,22.9,0.0085,,
0.6440,81,34.2,22.9,0.0075,,
0.6525,82,35.1,22.9,0.0085,,
0.6610,83,35.9,22.9,0.0075,,
0.6695,84,36.7,22.9,0.0075,,
0.6775,85,37.5,22.9,0.0075,,
0.6860,86,38.4,22.9,0.0075,,
0.6935,87,39.1,22.9,0.0075,,
0.7020,88,39.9,22.9,0.0085,,
0.7105,89,40.8,22.9,0.0075,,
0.7190,90,41.5,22.9,0.0075,,
0.7275,91,42.3,22.9,0.0075,,
0.7360,92,43.0,22.9,0.0075,,
0.7435,93,43.6,22.9,0.0075,,
0.7520,94,44.3,22.9,0.0085,,
0.7605,95,45.1,22.9,0.0085,,
0.7685,96,45.9,22.9,0.0075,,
0.7770,97,46.6,22.9,0.0075,,
0.7855,98,47.3,22.9,0.0075,,
0.7930,99,47.9,22.9,0.0075,,
0.8015,100,48.7,22.9,0.0085,,
0.8100,101,49.4,22.9,0.0085,,
0.8185,102,50.2,22.9,0.0075,,
0.8270,103,50.9,22.9,0.0075,,
0.8355,104,51.7,22.9,0.0075,,
0.8430,105,52.3,22.9,0.0075,,
0.8515,106,53.1,22.9,0.0085,,
0.8600,107,53.9,22.9,0.0075,,
0.8680,108,54.7,22.9,0.0075,,
0.8765,109,55.5,22.9,0.0075,,
0.8850,110,56.2,22.9,0.0075,,
0.8925,111,57.0,22.9,0.0075,,
0.9010,112,57.7,22.9,0.0085,,
0.9095,113,58.4,22.9,0.0075,,
0.9180,114,59.1,22.9,0.0075,,
0.9265,115,59.9,22.9,0.0075,,
0.9350,116,60.8,22.9,0.0075,,
0.9425,117,61.5,22.9,0.0075,,
0.9510,118,62.2,22.9,0.0085,,
0.9590,119,62.9,22.9,0.0075,,
0.9675,120,63.7,22.9,0.0075,,
0.9760,121,64.4,22.9,0.0075,,
0.9845,122,65.3,22.9,0.0075,,
0.9920,123,65.8,22.9,0.0075,,
1.0005,124,66.7,22.9,0.0085,,
1.0090,125,67.4,22.9,0.0085,,
1.0175,126,68.2,22.9,0.0075,,
1.0260,127,69.0,22.9,0.0075,,
1.0340,128,69.8,22.9,0.0075,,
1.0420,129,70.6,22.9,0.0080,,
1.0500,130,71.4,22.9,0.0080,,
1.0585,131,72.3,22.9,0.0085,,
1.0670,132,73.3,22.9,0.0075,,
1.0755,133,74.3,22.9,0.0075,,
1.0840,134,75.2,22.9,0.0075,,
1.0915,135,76.0,22.9,0.0075,,
1.1000,136,76.9,22.9,0.0085,,
1.1085,137,77.7,22.9,0.0085,,
1.1170,138,78.6,22.9,0.0075,,
1.1250,139,79.4,22.9,0.0075,,
1.1335,140,80.3,22.9,0.0075,,
1.1410,141,81.2,22.9,0.0075,,
1.1495,142,82.1,22.9,0.0085,,
1.1580,143,83.1,22.9,0.0085,,
1.1665,144,84.2,22.9,0.0075,,
1.1750,145,85.4,22.9,0.0075,,
1.1835,146,86.6,22.9,0.0075,,
1.1915,147,87.7,22.9,0.0080,,
1.1995,148,88.7,22.9,0.0080,,
1.2075,149,89.9,22.9,0.0080,,
1.2160,150,91.1,22.9,0.0075,,
1.2245,151,92.2,22.9,0.0075,,
1.2330,152,93.5,22.9,0.0075,,
1.2415,153,94.9,22.9,0.0075,,
1.2490,154,96.3,22.9,0.0075,,
1.2575,155,97.7,22.9,0.0085,,
1.2660,156,99.4,22.9,0.0085,,
1.2745,157,100.9,22.9,0.0075,,
1.2825,158,102.4,22.9,0.0075,,
1.2910,159,104.3,22.9,0.0075,,
1.2985,160,106.0,22.9,0.0075,,
1.3070,161,107.8,22.9,0.0085,,
1.3155,162,109.7,22.9,0.0075,,
1.3240,163,112.0,22.9,0.0075,,
1.3325,164,114.3,22.9,0.0075,,
1.3410,165,116.5,22.9,0.0075,,
1.3485,166,118.7,22.9,0.0075,,
1.3570,167,121.1,22.9,0.0085,,
1.3655,168,123.8,22.9,0.0085,,
1.3735,169,126.4,22.9,0.0075,,
1.3820,170,129.7,22.9,0.0075,,
1.3905,171,132.9,22.9,0.0075,,
1.3980,172,135.8,22.9,0.0075,,
1.4065,173,139.5,22.9,0.0085,,
1.4150,174,143.4,22.9,0.0075,,
1.4235,175,146.6,22.9,0.0075,,
1.4320,176,149.8,22.9,0.0075,,
1.4405,177,153.2,22.9,0.0075,,
1.4480,178,156.3,22.9,0.0075,,
1.4565,179,159.7,22.9,0.0085,,
1.4645,180,162.4,22.9,0.0080,,
1.4730,181,165.1,22.9,0.0075,,
1.4815,182,167.6,22.9,0.0075,,
1.4900,183,169.7,22.9,0.0075,,
1.4975,184,171.7,22.9,0.0075,,
1.5060,185,173.5,22.9,0.0085,,
1.5145,186,175.5,22.9,0.0085,,
1.5230,187,177.7,22.9,0.0075,,
1.5315,188,179.3,22.9,0.0075,,
1.5395,189,180.7,22.9,0.0075,,
1.5480,190,181.8,22.9,0.0085,,
1.5555,191,183.4,22.9,0.0075,,
1.5640,192,184.9,22.9,0.0085,,
1.5670,192,185.1,22.9,0.0060,,
1.5670,433,187.9,23.0,0.0000,,
1.5675,434,188.0,23.0,0.0010,,
1.5690,435,187.9,23.0,0.0025,,
1.5715,436,187.9,23.0,0.0040,,
1.5755,437,188.0,23.0,0.0055,,
1.5815,438,188.4,23.0,0.0085,,
1.5900,439,189.0,23.0,0.0120,,
1.5975,440,189.9,23.0,0.0125,,
1.6060,441,190.9,23.0,0.0140,,
1.6140,442,191.9,23.0,0.0135,,
1.6225,443,192.9,23.0,0.0120,,
1.6310,444,194.1,23.0,0.0120,,
1.6395,445,195.0,23.0,0.0120,,
1.6480,446,195.7,23.0,0.0140,,
1.6555,447,196.6,23.0,0.0125,,
1.6640,448,197.5,23.0,0.0140,,
1.6725,449,198.4,23.0,0.0120,,
1.6810,450,199.4,23.0,0.0120,,
1.6890,451,200.1,23.0,0.0115,,
1.6970,452,200.7,23.0,0.0135,,
1.7050,453,201.5,23.0,0.0135,,
1.7135,454,202.1,23.0,0.0140,,
1.7220,455,202.6,23.0,0.0120,,
1.7305,456,203.3,23.0,0.0120,,
1.7390,457,203.9,23.0,0.0120,,
1.7475,458,204.5,23.0,0.0140,,
1.7550,459,205.1,23.0,0.0125,,
1.7635,460,205.8,23.0,0.0140,,
1.7720,461,206.4,23.0,0.0120,,
1.7800,462,207.2,23.0,0.0115,,
1.7885,463,207.9,23.0,0.0120,,
1.7970,464,208.4,23.0,0.0120,,
1.8045,465,208.8,23.0,0.0125,,
1.8130,466,209.2,23.0,0.0140,,
1.8215,467,209.8,23.0,0.0120,,
1.8300,468,210.1,23.0,0.0120,,
1.8385,469,210.9,23.0,0.0120,,
1.8470,470,211.3,23.0,0.0140,,
1.8545,471,211.6,23.0,0.0125,,
1.8625,472,212.1,23.0,0.0135,,
1.8710,473,212.5,23.0,0.0120,,
1.8795,474,212.9,23.0,0.0120,,
1.8880,475,213.5,23.0,0.0120,,
1.8965,476,213.9,23.0,0.0120,,
1.9040,477,214.5,23.0,0.0125,,
1.9125,478,215.0,23.0,0.0140,,
1.9210,479,215.5,23.0,0.0140,,
1.9295,480,215.8,23.0,0.0120,,
1.9375,481,216.0,23.0,0.0115,,
1.9460,482,216.4,23.0,0.0120,,
1.9545,483,216.7,23.0,0.0140,,
1.9620,484,217.2,23.0,0.0125,,
1.9705,485,217.6,23.0,0.0140,,
1.9790,486,218.0,23.0,0.0120,,
1.9875,487,218.4,23.0,0.0120,,
1.9960,488,218.9,23.0,0.0120,,
2.0040,489,219.4,23.0,0.0135,,
2.0120,490,219.7,23.0,0.0135,,
2.0200,491,219.9,23.0,0.0135,,
2.0285,492,220.2,23.0,0.0140,,
2.0370,493,220.6,23.0,0.0120,,
2.0455,494,220.9,23.0,0.0120,,
2.0540,495,221.2,23.0,0.0120,,
2.0615,496,221.4,23.0,0.0125,,
2.0700,497,221.8,23.0,0.0140,,
2.0785,498,222.1,23.0,0.0140,,
2.0870,499,222.4,23.0,0.0120,,
2.0950,500,222.7,23.0,0.0115,,
2.1035,501,223.1,23.0,0.0120,,
2.1110,502,223.5,23.0,0.0125,,
2.1195,503,223.9,23.0,0.0140,,
2.1280,504,224.2,23.0,0.0140,,
2.1365,505,224.5,23.0,0.0120,,
2.1450,506,224.8,23.0,0.0120,,
2.1535,507,225.1,23.0,0.0120,,
2.1610,508,225.2,23.0,0.0125,,
2.1695,509,225.5,23.0,0.0140,,
2.1780,510,225.8,23.0,0.0140,,
2.1860,511,226.0,23.0,0.0115,,
2.1945,512,226.3,23.0,0.0120,,
2.2030,513,226.6,23.0,0.0120,,
2.2105,514,226.9,23.0,0.0125,,
2.2190,515,227.2,23.0,0.0140,,
2.2275,516,227.4,23.0,0.0140,,
2.2360,517,227.6,23.0,0.0120,,
2.2445,518,227.7,23.0,0.0120,,
2.2525,519,228.0,23.0,0.0115,,
2.2605,520,228.3,23.0,0.0135,,
2.2690,521,228.5,23.0,0.0140,,
2.2770,522,228.7,23.0,0.0135,,
2.2855,523,228.9,23.0,0.0120,,
2.2940,524,229.2,23.0,0.0120,,
2.3025,525,229.7,23.0,0.0120,,
2.3110,526,229.9,23.0,0.0140,,
2.3185,527,230.1,23.0,0.0125,,
2.3270,528,230.2,23.0,0.0140,,
2.3355,529,230.5,23.0,0.0120,,
2.3435,530,230.8,23.0,0.0115,,
2.3520,531,231.0,23.0,0.0120,,
2.3605,532,231.1,23.0,0.0120,,
2.3680,533,231.2,23.0,0.0125,,
2.3765,534,231.5,23.0,0.0140,,
2.3850,535,231.9,23.0,0.0140,,
2.3935,536,232.2,23.0,0.0120,,
2.4020,537,232.2,23.0,0.0120,,
2.4100,538,232.4,23.0,0.0115,,
2.4185,539,232.5,23.0,0.0140,,
2.4260,540,232.7,23.0,0.0125,,
2.4345,541,232.9,23.0,0.0140,,
2.4430,542,233.1,23.0,0.0120,,
2.4515,543,233.3,23.0,0.0120,,
2.4600,544,233.7,23.0,0.0120,,
2.4670,545,233.9,23.0,0.0115,,
2.4735,546,234.2,23.0,0.0110,,
2.4755,547,234.3,23.0,0.0035,,
2.4760,548,234.4,23.0,0.0005,,
2.4770,549,234.5,23.0,0.0015,,
2.4780,550,234.6,23.0,0.0015,,
2.4790,551,234.4,23.0,0.0015,,
2.4795,552,234.4,23.0,0.0010,,
2.4800,553,234.5,23.0,0.0010,,
2.4810,554,234.4,23.0,0.0015,,
2.4820,555,234.4,23.0,0.0015,,
2.4825,556,234.4,23.0,0.0005,,
2.4840,557,234.4,23.0,0.0020,,
2.4860,558,234.6,23.0,0.0035,,
2.4865,559,234.6,23.0,0.0010,,
2.4875,560,234.7,23.0,0.0015,,
2.4885,561,234.6,23.0,0.0015,,
2.4905,562,234.6,23.0,0.0030,,
2.4935,563,234.6,23.0,0.0045,,
2.4970,564,234.6,23.0,0.0060,,
2.5030,565,234.7,23.0,0.0100,,
2.5065,565,235.0,23.0,0.0175,,
Scope 1/1, Sample 26/29 (PreC_Day1_rerun_Dil8rep3)
Result,TitrationEP1
V,t,E,T,dV/dt,E acc. stat.,Volume acc. stat.
0.0000,0,-49.0,22.9,NaN,,
0.0005,1,-49.2,22.9,0.0005,,
0.0025,2,-49.1,22.9,0.0020,,
0.0050,3,-49.0,22.9,0.0025,,
0.0090,4,-48.8,22.9,0.0035,,
0.0150,5,-48.7,22.9,0.0055,,
0.0235,6,-48.5,22.9,0.0075,,
0.0310,7,-48.2,22.9,0.0075,,
0.0395,8,-47.4,22.9,0.0085,,
0.0480,9,-46.6,22.9,0.0085,,
0.0565,10,-45.6,22.9,0.0075,,
0.0650,11,-44.3,22.9,0.0075,,
0.0735,12,-43.2,22.9,0.0075,,
0.0810,13,-42.1,22.9,0.0075,,
0.0895,14,-40.9,22.9,0.0085,,
0.0975,15,-39.5,22.9,0.0080,,
0.1060,16,-38.1,22.9,0.0075,,
0.1145,17,-36.5,22.9,0.0075,,
0.1230,18,-34.9,22.9,0.0075,,
0.1305,19,-33.3,22.9,0.0075,,
0.1390,20,-31.5,22.9,0.0085,,
0.1475,21,-29.8,22.9,0.0085,,
0.1560,22,-28.2,22.9,0.0075,,
0.1645,23,-26.6,22.9,0.0075,,
0.1725,24,-25.0,22.9,0.0075,,
0.1805,25,-23.4,22.9,0.0080,,
0.1885,26,-22.0,22.9,0.0080,,
0.1970,27,-20.4,22.9,0.0085,,
0.2055,28,-19.0,22.9,0.0075,,
0.2140,29,-17.6,22.9,0.0075,,
0.2225,30,-16.4,22.9,0.0075,,
0.2310,31,-15.1,22.9,0.0075,,
0.2385,32,-14.1,22.9,0.0075,,
0.2470,33,-12.9,22.9,0.0085,,
0.2555,34,-11.6,22.9,0.0075,,
0.2635,35,-10.5,22.9,0.0075,,
0.2720,36,-9.3,22.9,0.0075,,
0.2805,37,-8.4,22.9,0.0085,,
0.2880,38,-7.4,22.9,0.0075,,
0.2965,39,-6.3,22.9,0.0085,,
0.3050,40,-5.3,22.9,0.0075,,
0.3135,41,-4.1,22.9,0.0075,,
0.3220,42,-2.8,22.9,0.0075,,
0.3300,43,-1.7,22.9,0.0075,,
